date,product_id,store_id,sales,promo,is_holiday
2025-04-05,P001,S002,41,0,0
2025-04-05,P001,S003,20,0,0
2025-04-05,P001,S004,48,0,0
2025-04-05,P001,S005,31,0,0
2025-04-05,P002,S001,50,0,0
2025-04-05,P002,S002,26,0,0
2025-04-05,P002,S003,25,0,0
2025-04-05,P002,S004,42,0,0
2025-04-05,P002,S005,24,0,0
2025-04-05,P003,S001,44,1,0
2025-04-05,P003,S002,25,0,0
2025-04-05,P003,S003,19,0,0
2025-04-05,P003,S004,23,0,0
2025-04-05,P003,S005,39,0,0
2025-04-05,P004,S001,42,0,0
2025-04-05,P004,S002,42,0,0
2025-04-05,P004,S003,30,0,0
2025-04-05,P004,S004,54,1,0
2025-04-05,P004,S005,42,0,0
2025-04-05,P005,S001,43,0,0
2025-04-05,P005,S002,23,0,0
2025-04-05,P005,S003,34,0,0
2025-04-05,P005,S004,17,0,0
2025-04-05,P005,S005,51,0,0
2025-04-05,P006,S001,44,0,0
2025-04-05,P006,S002,48,1,0
2025-04-05,P006,S003,27,0,0
2025-04-05,P006,S004,26,0,0
2025-04-05,P006,S005,21,0,0
2025-04-05,P007,S001,25,0,0
2025-04-05,P007,S002,32,0,0
2025-04-05,P007,S003,30,0,0
2025-04-05,P007,S004,47,0,0
2025-04-05,P007,S005,32,0,0
2025-04-05,P008,S001,48,1,0
2025-04-05,P008,S002,30,0,0
2025-04-05,P008,S003,34,0,0
2025-04-05,P008,S004,37,1,0
2025-04-05,P008,S005,47,1,0
2025-04-05,P009,S001,49,0,0
2025-04-05,P009,S002,44,0,0
2025-04-05,P009,S003,41,1,0
2025-04-05,P009,S004,30,0,0
2025-04-05,P009,S005,28,1,0
2025-04-05,P010,S001,18,0,0
2025-04-05,P010,S002,33,0,0
2025-04-05,P010,S003,55,1,0
2025-04-05,P010,S004,50,1,0
2025-04-05,P010,S005,40,0,0
2025-04-06,P001,S001,61,1,0
2025-04-06,P001,S002,37,0,0
2025-04-06,P001,S003,28,0,0
2025-04-06,P001,S004,31,0,0
2025-04-06,P001,S005,25,0,0
2025-04-06,P002,S001,25,0,0
2025-04-06,P002,S002,51,0,0
2025-04-06,P002,S003,31,0,0
2025-04-06,P002,S004,39,0,0
2025-04-06,P002,S005,42,0,0
2025-04-06,P003,S001,26,0,0
2025-04-06,P003,S002,17,0,0
2025-04-06,P003,S003,30,1,0
2025-04-06,P003,S004,30,0,0
2025-04-06,P003,S005,37,0,0
2025-04-06,P004,S001,31,0,0
2025-04-06,P004,S002,39,0,0
2025-04-06,P004,S003,50,1,0
2025-04-06,P004,S004,66,1,0
2025-04-06,P004,S005,20,0,0
2025-04-06,P005,S001,50,0,0
2025-04-06,P005,S002,41,0,0
2025-04-06,P005,S003,24,0,0
2025-04-06,P005,S004,27,0,0
2025-04-06,P005,S005,26,0,0
2025-04-06,P006,S001,50,1,0
2025-04-06,P006,S002,23,0,0
2025-04-06,P006,S003,55,1,0
2025-04-06,P006,S004,45,0,0
2025-04-06,P006,S005,44,0,0
2025-04-06,P007,S001,17,0,0
2025-04-06,P007,S002,45,0,0
2025-04-06,P007,S003,32,0,0
2025-04-06,P007,S004,18,0,0
2025-04-06,P007,S005,45,0,0
2025-04-06,P008,S001,36,0,0
2025-04-06,P008,S002,48,0,0
2025-04-06,P008,S003,44,1,0
2025-04-06,P008,S004,26,0,0
2025-04-06,P008,S005,38,0,0
2025-04-06,P009,S001,44,0,0
2025-04-06,P009,S002,65,1,0
2025-04-06,P009,S003,58,1,0
2025-04-06,P009,S004,40,0,0
2025-04-06,P009,S005,32,0,0
2025-04-06,P010,S001,43,0,0
2025-04-06,P010,S002,24,0,0
2025-04-06,P010,S003,17,0,0
2025-04-06,P010,S004,50,0,0
2025-04-06,P010,S005,45,1,0
2025-04-07,P001,S001,53,0,0
2025-04-07,P001,S002,65,1,0
2025-04-07,P001,S003,25,0,0
2025-04-07,P001,S004,29,0,0
2025-04-07,P001,S005,55,1,0
2025-04-07,P002,S001,39,1,0
2025-04-07,P002,S002,25,0,0
2025-04-07,P002,S003,43,1,0
2025-04-07,P002,S004,21,0,0
2025-04-07,P002,S005,17,0,0
2025-04-07,P003,S001,50,0,0
2025-04-07,P003,S002,20,0,0
2025-04-07,P003,S003,24,0,0
2025-04-07,P003,S004,28,0,0
2025-04-07,P003,S005,25,0,0
2025-04-07,P004,S001,26,0,0
2025-04-07,P004,S002,35,0,0
2025-04-07,P004,S003,42,0,0
2025-04-07,P004,S004,44,0,0
2025-04-07,P004,S005,62,1,0
2025-04-07,P005,S001,43,1,0
2025-04-07,P005,S002,43,0,0
2025-04-07,P005,S003,8,0,0
2025-04-07,P005,S004,29,0,0
2025-04-07,P005,S005,51,0,0
2025-04-07,P006,S001,45,0,0
2025-04-07,P006,S002,31,0,0
2025-04-07,P006,S003,27,0,0
2025-04-07,P006,S004,25,0,0
2025-04-07,P006,S005,36,0,0
2025-04-07,P007,S001,35,0,0
2025-04-07,P007,S002,38,1,0
2025-04-07,P007,S003,38,1,0
2025-04-07,P007,S004,24,0,0
2025-04-07,P007,S005,46,0,0
2025-04-07,P008,S001,20,0,0
2025-04-07,P008,S002,34,0,0
2025-04-07,P008,S003,51,0,0
2025-04-07,P008,S004,45,0,0
2025-04-07,P008,S005,44,1,0
2025-04-07,P009,S001,52,0,0
2025-04-07,P009,S002,56,1,0
2025-04-07,P009,S003,33,0,0
2025-04-07,P009,S004,30,0,0
2025-04-07,P009,S005,45,0,0
2025-04-07,P010,S001,14,0,0
2025-04-07,P010,S002,25,0,0
2025-04-07,P010,S003,38,0,0
2025-04-07,P010,S004,38,0,0
2025-04-07,P010,S005,32,0,0
2025-04-08,P001,S001,44,0,0
2025-04-08,P001,S002,48,0,0
2025-04-08,P001,S003,39,0,0
2025-04-08,P001,S004,42,1,0
2025-04-08,P001,S005,56,0,0
2025-04-08,P002,S001,34,0,0
2025-04-08,P002,S002,21,0,0
2025-04-08,P002,S003,18,0,0
2025-04-08,P002,S004,40,0,0
2025-04-08,P002,S005,25,0,0
2025-04-08,P003,S001,18,0,0
2025-04-08,P003,S002,31,0,0
2025-04-08,P003,S003,39,0,0
2025-04-08,P003,S004,18,0,0
2025-04-08,P003,S005,28,0,0
2025-04-08,P004,S001,53,0,0
2025-04-08,P004,S002,28,0,0
2025-04-08,P004,S003,52,0,0
2025-04-08,P004,S004,57,0,0
2025-04-08,P004,S005,23,0,0
2025-04-08,P005,S001,42,0,0
2025-04-08,P005,S002,34,0,0
2025-04-08,P005,S003,31,1,0
2025-04-08,P005,S004,65,1,0
2025-04-08,P005,S005,58,1,0
2025-04-08,P006,S001,34,0,0
2025-04-08,P006,S002,30,0,0
2025-04-08,P006,S003,30,0,0
2025-04-08,P006,S004,53,1,0
2025-04-08,P006,S005,50,0,0
2025-04-08,P007,S001,50,1,0
2025-04-08,P007,S002,33,0,0
2025-04-08,P007,S003,27,0,0
2025-04-08,P007,S004,16,0,0
2025-04-08,P007,S005,47,0,0
2025-04-08,P008,S001,47,1,0
2025-04-08,P008,S002,50,0,0
2025-04-08,P008,S003,18,0,0
2025-04-08,P008,S004,27,0,0
2025-04-08,P008,S005,51,1,0
2025-04-08,P009,S001,34,0,0
2025-04-08,P009,S002,52,1,0
2025-04-08,P009,S003,46,0,0
2025-04-08,P009,S004,37,0,0
2025-04-08,P009,S005,44,0,0
2025-04-08,P010,S001,24,0,0
2025-04-08,P010,S002,35,0,0
2025-04-08,P010,S003,16,0,0
2025-04-08,P010,S004,21,0,0
2025-04-08,P010,S005,23,0,0
2025-04-09,P001,S001,60,1,0
2025-04-09,P001,S002,33,0,0
2025-04-09,P001,S003,43,0,0
2025-04-09,P001,S004,63,1,0
2025-04-09,P001,S005,29,0,0
2025-04-09,P002,S001,43,1,0
2025-04-09,P002,S002,21,0,0
2025-04-09,P002,S003,36,0,0
2025-04-09,P002,S004,33,0,0
2025-04-09,P002,S005,29,0,0
2025-04-09,P003,S001,24,0,0
2025-04-09,P003,S002,33,0,0
2025-04-09,P003,S003,22,0,0
2025-04-09,P003,S004,33,0,0
2025-04-09,P003,S005,21,0,0
2025-04-09,P004,S001,34,0,0
2025-04-09,P004,S002,22,0,0
2025-04-09,P004,S003,37,0,0
2025-04-09,P004,S004,38,0,0
2025-04-09,P004,S005,51,1,0
2025-04-09,P005,S001,45,0,0
2025-04-09,P005,S002,23,0,0
2025-04-09,P005,S003,20,0,0
2025-04-09,P005,S004,24,0,0
2025-04-09,P005,S005,28,0,0
2025-04-09,P006,S001,21,0,0
2025-04-09,P006,S002,32,0,0
2025-04-09,P006,S003,30,0,0
2025-04-09,P006,S004,36,0,0
2025-04-09,P006,S005,35,0,0
2025-04-09,P007,S001,45,0,0
2025-04-09,P007,S002,30,0,0
2025-04-09,P007,S003,24,0,0
2025-04-09,P007,S004,38,0,0
2025-04-09,P007,S005,50,0,0
2025-04-09,P008,S001,24,0,0
2025-04-09,P008,S002,18,0,0
2025-04-09,P008,S003,52,1,0
2025-04-09,P008,S004,25,0,0
2025-04-09,P008,S005,25,0,0
2025-04-09,P009,S001,27,0,0
2025-04-09,P009,S002,24,0,0
2025-04-09,P009,S003,64,0,0
2025-04-09,P009,S004,30,0,0
2025-04-09,P009,S005,41,0,0
2025-04-09,P010,S001,14,0,0
2025-04-09,P010,S002,54,0,0
2025-04-09,P010,S003,42,0,0
2025-04-09,P010,S004,42,0,0
2025-04-09,P010,S005,43,0,0
2025-04-10,P001,S001,46,0,0
2025-04-10,P001,S002,30,0,0
2025-04-10,P001,S003,40,0,0
2025-04-10,P001,S004,35,0,0
2025-04-10,P001,S005,39,0,0
2025-04-10,P002,S001,29,0,0
2025-04-10,P002,S002,37,0,0
2025-04-10,P002,S003,40,0,0
2025-04-10,P002,S004,49,0,0
2025-04-10,P002,S005,26,0,0
2025-04-10,P003,S001,62,1,0
2025-04-10,P003,S002,35,0,0
2025-04-10,P003,S003,39,0,0
2025-04-10,P003,S004,36,0,0
2025-04-10,P003,S005,45,0,0
2025-04-10,P004,S001,40,0,0
2025-04-10,P004,S002,36,0,0
2025-04-10,P004,S003,29,0,0
2025-04-10,P004,S004,47,1,0
2025-04-10,P004,S005,23,0,0
2025-04-10,P005,S001,19,0,0
2025-04-10,P005,S002,54,0,0
2025-04-10,P005,S003,33,0,0
2025-04-10,P005,S004,37,0,0
2025-04-10,P005,S005,45,1,0
2025-04-10,P006,S001,60,1,0
2025-04-10,P006,S002,17,0,0
2025-04-10,P006,S003,13,0,0
2025-04-10,P006,S004,42,0,0
2025-04-10,P006,S005,19,0,0
2025-04-10,P007,S001,26,0,0
2025-04-10,P007,S002,42,0,0
2025-04-10,P007,S003,42,0,0
2025-04-10,P007,S004,56,1,0
2025-04-10,P007,S005,27,0,0
2025-04-10,P008,S001,26,0,0
2025-04-10,P008,S002,37,0,0
2025-04-10,P008,S003,39,0,0
2025-04-10,P008,S004,44,0,0
2025-04-10,P008,S005,40,0,0
2025-04-10,P009,S001,48,1,0
2025-04-10,P009,S002,39,0,0
2025-04-10,P009,S003,36,0,0
2025-04-10,P009,S004,47,0,0
2025-04-10,P009,S005,32,0,0
2025-04-10,P010,S001,36,0,0
2025-04-10,P010,S002,45,1,0
2025-04-10,P010,S003,61,1,0
2025-04-10,P010,S004,38,0,0
2025-04-10,P010,S005,35,0,0
2025-04-11,P001,S001,46,1,0
2025-04-11,P001,S002,22,0,0
2025-04-11,P001,S003,38,0,0
2025-04-11,P001,S004,46,0,0
2025-04-11,P001,S005,45,0,0
2025-04-11,P002,S001,26,0,0
2025-04-11,P002,S002,22,0,0
2025-04-11,P002,S003,37,0,0
2025-04-11,P002,S004,33,0,0
2025-04-11,P002,S005,24,0,0
2025-04-11,P003,S001,28,0,0
2025-04-11,P003,S002,39,1,0
2025-04-11,P003,S003,45,0,0
2025-04-11,P003,S004,24,0,0
2025-04-11,P003,S005,57,1,0
2025-04-11,P004,S001,49,1,0
2025-04-11,P004,S002,47,0,0
2025-04-11,P004,S003,39,0,0
2025-04-11,P004,S004,45,1,0
2025-04-11,P004,S005,45,0,0
2025-04-11,P005,S001,33,0,0
2025-04-11,P005,S002,37,0,0
2025-04-11,P005,S003,45,1,0
2025-04-11,P005,S004,42,0,0
2025-04-11,P005,S005,25,0,0
2025-04-11,P006,S001,54,0,0
2025-04-11,P006,S002,51,0,0
2025-04-11,P006,S003,48,0,0
2025-04-11,P006,S004,37,0,0
2025-04-11,P006,S005,33,0,0
2025-04-11,P007,S001,43,0,0
2025-04-11,P007,S002,33,1,0
2025-04-11,P007,S003,36,0,0
2025-04-11,P007,S004,37,0,0
2025-04-11,P007,S005,46,0,0
2025-04-11,P008,S001,27,0,0
2025-04-11,P008,S002,42,1,0
2025-04-11,P008,S003,29,0,0
2025-04-11,P008,S004,31,0,0
2025-04-11,P008,S005,18,0,0
2025-04-11,P009,S001,49,1,0
2025-04-11,P009,S002,35,0,0
2025-04-11,P009,S003,35,0,0
2025-04-11,P009,S004,20,0,0
2025-04-11,P009,S005,59,0,0
2025-04-11,P010,S001,14,0,0
2025-04-11,P010,S002,42,0,0
2025-04-11,P010,S003,48,0,0
2025-04-11,P010,S004,54,1,0
2025-04-11,P010,S005,32,0,0
2025-04-12,P001,S001,45,0,0
2025-04-12,P001,S002,33,0,0
2025-04-12,P001,S003,38,1,0
2025-04-12,P001,S004,22,0,0
2025-04-12,P001,S005,50,0,0
2025-04-12,P002,S001,25,0,0
2025-04-12,P002,S002,35,0,0
2025-04-12,P002,S003,40,0,0
2025-04-12,P002,S004,26,0,0
2025-04-12,P002,S005,37,0,0
2025-04-12,P003,S001,27,0,0
2025-04-12,P003,S002,32,1,0
2025-04-12,P003,S003,34,0,0
2025-04-12,P003,S004,43,0,0
2025-04-12,P003,S005,41,0,0
2025-04-12,P004,S001,41,0,0
2025-04-12,P004,S002,20,0,0
2025-04-12,P004,S003,53,0,0
2025-04-12,P004,S004,34,1,0
2025-04-12,P004,S005,29,0,0
2025-04-12,P005,S001,30,0,0
2025-04-12,P005,S002,38,1,0
2025-04-12,P005,S003,37,0,0
2025-04-12,P005,S004,41,0,0
2025-04-12,P005,S005,35,0,0
2025-04-12,P006,S001,48,0,0
2025-04-12,P006,S002,44,0,0
2025-04-12,P006,S003,28,0,0
2025-04-12,P006,S004,46,0,0
2025-04-12,P006,S005,42,0,0
2025-04-12,P007,S001,52,0,0
2025-04-12,P007,S002,27,0,0
2025-04-12,P007,S003,47,0,0
2025-04-12,P007,S004,39,0,0
2025-04-12,P007,S005,32,0,0
2025-04-12,P008,S001,37,0,0
2025-04-12,P008,S002,33,0,0
2025-04-12,P008,S003,21,0,0
2025-04-12,P008,S004,46,1,0
2025-04-12,P008,S005,35,0,0
2025-04-12,P009,S001,62,1,0
2025-04-12,P009,S002,29,0,0
2025-04-12,P009,S003,21,0,0
2025-04-12,P009,S004,48,0,0
2025-04-12,P009,S005,26,0,0
2025-04-12,P010,S001,33,0,0
2025-04-12,P010,S002,59,1,0
2025-04-12,P010,S003,41,0,0
2025-04-12,P010,S004,20,0,0
2025-04-12,P010,S005,32,0,0
2025-04-13,P001,S001,33,0,0
2025-04-13,P001,S002,44,0,0
2025-04-13,P001,S003,28,0,0
2025-04-13,P001,S004,22,0,0
2025-04-13,P001,S005,30,0,0
2025-04-13,P002,S001,39,1,0
2025-04-13,P002,S002,39,0,0
2025-04-13,P002,S003,49,1,0
2025-04-13,P002,S004,46,0,0
2025-04-13,P002,S005,63,1,0
2025-04-13,P003,S001,48,0,0
2025-04-13,P003,S002,43,0,0
2025-04-13,P003,S003,49,0,0
2025-04-13,P003,S004,41,0,0
2025-04-13,P003,S005,48,0,0
2025-04-13,P004,S001,45,1,0
2025-04-13,P004,S002,34,0,0
2025-04-13,P004,S003,23,0,0
2025-04-13,P004,S004,65,1,0
2025-04-13,P004,S005,16,0,0
2025-04-13,P005,S001,46,1,0
2025-04-13,P005,S002,16,0,0
2025-04-13,P005,S003,22,0,0
2025-04-13,P005,S004,49,1,0
2025-04-13,P005,S005,30,0,0
2025-04-13,P006,S001,20,0,0
2025-04-13,P006,S002,40,0,0
2025-04-13,P006,S003,54,1,0
2025-04-13,P006,S004,29,0,0
2025-04-13,P006,S005,33,0,0
2025-04-13,P007,S001,38,0,0
2025-04-13,P007,S002,24,0,0
2025-04-13,P007,S003,37,0,0
2025-04-13,P007,S004,35,0,0
2025-04-13,P007,S005,42,1,0
2025-04-13,P008,S001,47,1,0
2025-04-13,P008,S002,42,0,0
2025-04-13,P008,S003,26,0,0
2025-04-13,P008,S004,31,0,0
2025-04-13,P008,S005,40,0,0
2025-04-13,P009,S001,44,0,0
2025-04-13,P009,S002,22,0,0
2025-04-13,P009,S003,23,0,0
2025-04-13,P009,S004,63,1,0
2025-04-13,P009,S005,22,0,0
2025-04-13,P010,S001,55,0,0
2025-04-13,P010,S002,37,0,0
2025-04-13,P010,S003,46,1,0
2025-04-13,P010,S004,40,0,0
2025-04-13,P010,S005,21,0,0
2025-04-14,P001,S001,58,0,0
2025-04-14,P001,S002,28,0,0
2025-04-14,P001,S003,45,0,0
2025-04-14,P001,S004,70,1,0
2025-04-14,P001,S005,30,0,0
2025-04-14,P002,S001,48,0,0
2025-04-14,P002,S002,42,0,0
2025-04-14,P002,S003,24,0,0
2025-04-14,P002,S004,36,0,0
2025-04-14,P002,S005,36,0,0
2025-04-14,P003,S001,34,0,0
2025-04-14,P003,S002,50,1,0
2025-04-14,P003,S003,47,0,0
2025-04-14,P003,S004,55,1,0
2025-04-14,P003,S005,47,0,0
2025-04-14,P004,S001,32,0,0
2025-04-14,P004,S002,32,0,0
2025-04-14,P004,S003,60,1,0
2025-04-14,P004,S004,25,0,0
2025-04-14,P004,S005,41,0,0
2025-04-14,P005,S001,22,0,0
2025-04-14,P005,S002,15,0,0
2025-04-14,P005,S003,28,0,0
2025-04-14,P005,S004,33,0,0
2025-04-14,P005,S005,30,0,0
2025-04-14,P006,S001,62,1,0
2025-04-14,P006,S002,39,0,0
2025-04-14,P006,S003,41,0,0
2025-04-14,P006,S004,24,0,0
2025-04-14,P006,S005,46,0,0
2025-04-14,P007,S001,24,0,0
2025-04-14,P007,S002,17,0,0
2025-04-14,P007,S003,31,0,0
2025-04-14,P007,S004,26,0,0
2025-04-14,P007,S005,51,1,0
2025-04-14,P008,S001,27,0,0
2025-04-14,P008,S002,42,0,0
2025-04-14,P008,S003,41,0,0
2025-04-14,P008,S004,17,0,0
2025-04-14,P008,S005,38,0,0
2025-04-14,P009,S001,29,0,0
2025-04-14,P009,S002,40,0,0
2025-04-14,P009,S003,38,0,0
2025-04-14,P009,S004,21,0,0
2025-04-14,P009,S005,44,0,0
2025-04-14,P010,S001,35,0,0
2025-04-14,P010,S002,31,0,0
2025-04-14,P010,S003,38,0,0
2025-04-14,P010,S004,58,0,0
2025-04-14,P010,S005,28,0,0
2025-04-15,P001,S001,32,0,1
2025-04-15,P001,S002,15,0,1
2025-04-15,P001,S003,25,1,1
2025-04-15,P001,S004,23,0,1
2025-04-15,P001,S005,15,0,1
2025-04-15,P002,S001,22,0,1
2025-04-15,P002,S002,33,0,1
2025-04-15,P002,S003,45,0,1
2025-04-15,P002,S004,13,0,1
2025-04-15,P002,S005,35,0,1
2025-04-15,P003,S001,25,0,1
2025-04-15,P003,S002,33,0,1
2025-04-15,P003,S003,15,0,1
2025-04-15,P003,S004,23,0,1
2025-04-15,P003,S005,42,1,1
2025-04-15,P004,S001,17,0,1
2025-04-15,P004,S002,6,0,1
2025-04-15,P004,S003,21,0,1
2025-04-15,P004,S004,35,0,1
2025-04-15,P004,S005,32,0,1
2025-04-15,P005,S001,33,0,1
2025-04-15,P005,S002,38,0,1
2025-04-15,P005,S003,23,0,1
2025-04-15,P005,S004,14,0,1
2025-04-15,P005,S005,34,0,1
2025-04-15,P006,S001,32,0,1
2025-04-15,P006,S002,14,0,1
2025-04-15,P006,S003,40,1,1
2025-04-15,P006,S004,35,0,1
2025-04-15,P006,S005,32,0,1
2025-04-15,P007,S001,34,0,1
2025-04-15,P007,S002,9,0,1
2025-04-15,P007,S003,49,1,1
2025-04-15,P007,S004,47,1,1
